"trainer/global_step","pixeldit_rr_kee100_150kimgs_pairsum_dense_signed_gain05_repa_200k_2gpu - train/grad_norm","pixeldit_rr_kee100_150kimgs_pairsum_dense_signed_gain05_repa_200k_2gpu - train/grad_norm__MIN","pixeldit_rr_kee100_150kimgs_pairsum_dense_signed_gain05_repa_200k_2gpu - train/grad_norm__MAX","pixeldit_rr_kee100_150kimgs_pairsum_dense_signed_gain05_repa_200k_2gpu - _step","pixeldit_rr_kee100_150kimgs_pairsum_dense_signed_gain05_repa_200k_2gpu - _step__MIN","pixeldit_rr_kee100_150kimgs_pairsum_dense_signed_gain05_repa_200k_2gpu - _step__MAX"
"3849","0.795728862285614","0.795728862285614","0.795728862285614","76","76","76"
"3899","0.9922695755958557","0.9922695755958557","0.9922695755958557","77","77","77"
"3949","0.8565769195556641","0.8565769195556641","0.8565769195556641","78","78","78"
"3999","0.5493776798248291","0.5493776798248291","0.5493776798248291","79","79","79"
"4049","1.0242118835449219","1.0242118835449219","1.0242118835449219","80","80","80"
"4099","1.1029726266860962","1.1029726266860962","1.1029726266860962","81","81","81"
"4149","0.9699472784996033","0.9699472784996033","0.9699472784996033","82","82","82"
"4199","0.6648381352424622","0.6648381352424622","0.6648381352424622","83","83","83"
"4249","1.615189790725708","1.615189790725708","1.615189790725708","84","84","84"
"4299","1.1574852466583252","1.1574852466583252","1.1574852466583252","85","85","85"
"4349","1.1050148010253906","1.1050148010253906","1.1050148010253906","86","86","86"
"4399","0.7799503207206726","0.7799503207206726","0.7799503207206726","87","87","87"
"4449","0.885112464427948","0.885112464427948","0.885112464427948","88","88","88"
"4499","0.672477126121521","0.672477126121521","0.672477126121521","89","89","89"
"4549","0.5742074847221375","0.5742074847221375","0.5742074847221375","90","90","90"
"4599","0.733095645904541","0.733095645904541","0.733095645904541","91","91","91"
"4649","0.9519686102867126","0.9519686102867126","0.9519686102867126","92","92","92"
"4699","0.7656333446502686","0.7656333446502686","0.7656333446502686","93","93","93"
"4749","1.1956592798233032","1.1956592798233032","1.1956592798233032","94","94","94"
"4799","0.6452188491821289","0.6452188491821289","0.6452188491821289","95","95","95"
"4849","1.1505779027938843","1.1505779027938843","1.1505779027938843","96","96","96"
"4899","0.6873315572738647","0.6873315572738647","0.6873315572738647","97","97","97"
"4949","0.8444043397903442","0.8444043397903442","0.8444043397903442","98","98","98"
"4999","0.9642841219902039","0.9642841219902039","0.9642841219902039","99","99","99"
"5049","1.8669445514678955","1.8669445514678955","1.8669445514678955","101","101","101"
"5099","0.9969635605812073","0.9969635605812073","0.9969635605812073","102","102","102"
"5149","1.0673000812530518","1.0673000812530518","1.0673000812530518","103","103","103"
"5199","1.1735140085220337","1.1735140085220337","1.1735140085220337","104","104","104"
"5249","0.7121421098709106","0.7121421098709106","0.7121421098709106","105","105","105"
"5299","1.3434276580810547","1.3434276580810547","1.3434276580810547","106","106","106"
"5349","1.2544615268707275","1.2544615268707275","1.2544615268707275","107","107","107"
"5399","2.915278911590576","2.915278911590576","2.915278911590576","108","108","108"
"5449","1.290992021560669","1.290992021560669","1.290992021560669","109","109","109"
"5499","2.542464256286621","2.542464256286621","2.542464256286621","110","110","110"
"5549","1.0625669956207275","1.0625669956207275","1.0625669956207275","111","111","111"
"5599","0.871539831161499","0.871539831161499","0.871539831161499","112","112","112"
"5649","3.3051514625549316","3.3051514625549316","3.3051514625549316","113","113","113"
"5699","0.8901964426040649","0.8901964426040649","0.8901964426040649","114","114","114"
"5749","0.6505094766616821","0.6505094766616821","0.6505094766616821","115","115","115"
"5799","0.8251945376396179","0.8251945376396179","0.8251945376396179","116","116","116"
"5849","1.298721432685852","1.298721432685852","1.298721432685852","117","117","117"
"5899","2.019906520843506","2.019906520843506","2.019906520843506","118","118","118"
"5949","0.6823190450668335","0.6823190450668335","0.6823190450668335","119","119","119"
"5999","0.6045583486557007","0.6045583486557007","0.6045583486557007","120","120","120"
"6049","0.9525850415229797","0.9525850415229797","0.9525850415229797","121","121","121"
"6099","0.766575813293457","0.766575813293457","0.766575813293457","122","122","122"
"6149","0.7695294618606567","0.7695294618606567","0.7695294618606567","123","123","123"
"6199","0.859498918056488","0.859498918056488","0.859498918056488","124","124","124"
"6249","1.3784457445144653","1.3784457445144653","1.3784457445144653","125","125","125"
"6299","0.7277372479438782","0.7277372479438782","0.7277372479438782","126","126","126"
"6349","1.149194598197937","1.149194598197937","1.149194598197937","127","127","127"
"6399","0.7670398950576782","0.7670398950576782","0.7670398950576782","128","128","128"
"6449","1.9001151323318481","1.9001151323318481","1.9001151323318481","129","129","129"
"6499","1.5980969667434692","1.5980969667434692","1.5980969667434692","130","130","130"
"6549","0.9010663032531738","0.9010663032531738","0.9010663032531738","131","131","131"
"6599","0.7501552104949951","0.7501552104949951","0.7501552104949951","132","132","132"
"6649","1.1138179302215576","1.1138179302215576","1.1138179302215576","133","133","133"
"6699","0.9433347582817078","0.9433347582817078","0.9433347582817078","134","134","134"
"6749","0.7669404745101929","0.7669404745101929","0.7669404745101929","135","135","135"
"6799","2.1362812519073486","2.1362812519073486","2.1362812519073486","136","136","136"
"6849","0.7285861968994141","0.7285861968994141","0.7285861968994141","137","137","137"
"6899","1.7655091285705566","1.7655091285705566","1.7655091285705566","138","138","138"
"6949","2.363710641860962","2.363710641860962","2.363710641860962","139","139","139"
"6999","4.251141548156738","4.251141548156738","4.251141548156738","140","140","140"
"7049","1.5216261148452759","1.5216261148452759","1.5216261148452759","141","141","141"
"7099","1.0180740356445312","1.0180740356445312","1.0180740356445312","142","142","142"
"7149","0.9076906442642212","0.9076906442642212","0.9076906442642212","143","143","143"
"7199","0.7299796938896179","0.7299796938896179","0.7299796938896179","144","144","144"
"7249","0.5622649192810059","0.5622649192810059","0.5622649192810059","145","145","145"
"7299","0.9891328811645508","0.9891328811645508","0.9891328811645508","146","146","146"
"7349","0.8213000893592834","0.8213000893592834","0.8213000893592834","147","147","147"
"7399","0.8571598529815674","0.8571598529815674","0.8571598529815674","148","148","148"
"7449","1.8891834020614624","1.8891834020614624","1.8891834020614624","149","149","149"
"7499","1.0591588020324707","1.0591588020324707","1.0591588020324707","150","150","150"
"7549","1.0851162672042847","1.0851162672042847","1.0851162672042847","151","151","151"
"7599","0.95961993932724","0.95961993932724","0.95961993932724","152","152","152"
"7649","1.4965240955352783","1.4965240955352783","1.4965240955352783","153","153","153"
"7699","0.6903274059295654","0.6903274059295654","0.6903274059295654","154","154","154"
"7749","0.9600383043289185","0.9600383043289185","0.9600383043289185","155","155","155"
"7799","2.8024940490722656","2.8024940490722656","2.8024940490722656","156","156","156"
"7849","1.1743228435516357","1.1743228435516357","1.1743228435516357","157","157","157"
"7899","1.2291269302368164","1.2291269302368164","1.2291269302368164","158","158","158"
"7949","1.51710844039917","1.51710844039917","1.51710844039917","159","159","159"
"7999","1.5225579738616943","1.5225579738616943","1.5225579738616943","160","160","160"
"8049","1.3302509784698486","1.3302509784698486","1.3302509784698486","161","161","161"
"8099","0.787741482257843","0.787741482257843","0.787741482257843","162","162","162"
"8149","0.9626893401145935","0.9626893401145935","0.9626893401145935","163","163","163"
"8199","1.1068822145462036","1.1068822145462036","1.1068822145462036","164","164","164"
"8249","1.2839106321334839","1.2839106321334839","1.2839106321334839","165","165","165"
"8299","0.8793339133262634","0.8793339133262634","0.8793339133262634","166","166","166"
"8349","1.0060001611709595","1.0060001611709595","1.0060001611709595","167","167","167"
"8399","1.3212090730667114","1.3212090730667114","1.3212090730667114","168","168","168"
"8449","1.2484545707702637","1.2484545707702637","1.2484545707702637","169","169","169"
"8499","2.426581382751465","2.426581382751465","2.426581382751465","170","170","170"
"8549","0.8558367490768433","0.8558367490768433","0.8558367490768433","171","171","171"
"8599","1.2730367183685303","1.2730367183685303","1.2730367183685303","172","172","172"
"8649","1.2199524641036987","1.2199524641036987","1.2199524641036987","173","173","173"
"8699","1.4161016941070557","1.4161016941070557","1.4161016941070557","174","174","174"
"8749","1.564241886138916","1.564241886138916","1.564241886138916","175","175","175"
"8799","0.9606062173843384","0.9606062173843384","0.9606062173843384","176","176","176"
"8849","1.1267507076263428","1.1267507076263428","1.1267507076263428","177","177","177"
"8899","0.8475534915924072","0.8475534915924072","0.8475534915924072","178","178","178"
"8949","0.9111717939376831","0.9111717939376831","0.9111717939376831","179","179","179"
"8999","0.7086382508277893","0.7086382508277893","0.7086382508277893","180","180","180"
"9049","1.5621744394302368","1.5621744394302368","1.5621744394302368","181","181","181"
"9099","1.5605759620666504","1.5605759620666504","1.5605759620666504","182","182","182"
"9149","0.644969642162323","0.644969642162323","0.644969642162323","183","183","183"
"9199","0.9688199758529663","0.9688199758529663","0.9688199758529663","184","184","184"
"9249","1.4865549802780151","1.4865549802780151","1.4865549802780151","185","185","185"
"9299","0.7606237530708313","0.7606237530708313","0.7606237530708313","186","186","186"
"9349","0.8284547328948975","0.8284547328948975","0.8284547328948975","187","187","187"
"9399","2.0504963397979736","2.0504963397979736","2.0504963397979736","188","188","188"
"9449","2.7497756481170654","2.7497756481170654","2.7497756481170654","189","189","189"
"9499","1.349128007888794","1.349128007888794","1.349128007888794","190","190","190"
"9549","2.3355214595794678","2.3355214595794678","2.3355214595794678","191","191","191"
"9599","0.7150662541389465","0.7150662541389465","0.7150662541389465","192","192","192"
"9649","1.501273274421692","1.501273274421692","1.501273274421692","193","193","193"
"9699","1.4796652793884277","1.4796652793884277","1.4796652793884277","194","194","194"
"9749","0.6087984442710876","0.6087984442710876","0.6087984442710876","195","195","195"
"9799","0.6440674066543579","0.6440674066543579","0.6440674066543579","196","196","196"
"9849","1.311585783958435","1.311585783958435","1.311585783958435","197","197","197"
"9899","1.3339042663574219","1.3339042663574219","1.3339042663574219","198","198","198"
"9949","1.6387972831726074","1.6387972831726074","1.6387972831726074","199","199","199"
"9999","1.267801284790039","1.267801284790039","1.267801284790039","200","200","200"
"10049","0.9652413129806519","0.9652413129806519","0.9652413129806519","202","202","202"
"10099","1.1259434223175049","1.1259434223175049","1.1259434223175049","203","203","203"
"10149","0.7636649012565613","0.7636649012565613","0.7636649012565613","204","204","204"
"10199","1.1700758934020996","1.1700758934020996","1.1700758934020996","205","205","205"
"10249","0.5008108019828796","0.5008108019828796","0.5008108019828796","206","206","206"
"10299","1.1995302438735962","1.1995302438735962","1.1995302438735962","207","207","207"
"10349","0.9622290730476379","0.9622290730476379","0.9622290730476379","208","208","208"
"10399","2.8163111209869385","2.8163111209869385","2.8163111209869385","209","209","209"
"10449","0.9741500616073608","0.9741500616073608","0.9741500616073608","210","210","210"
"10499","0.639552652835846","0.639552652835846","0.639552652835846","211","211","211"
"10549","0.6899343729019165","0.6899343729019165","0.6899343729019165","212","212","212"
"10599","0.8985456228256226","0.8985456228256226","0.8985456228256226","213","213","213"
"10649","0.5996943712234497","0.5996943712234497","0.5996943712234497","214","214","214"
"10699","1.1423884630203247","1.1423884630203247","1.1423884630203247","215","215","215"
"10749","0.6464014053344727","0.6464014053344727","0.6464014053344727","216","216","216"
"10799","0.9742254614830017","0.9742254614830017","0.9742254614830017","217","217","217"
"10849","0.7675297260284424","0.7675297260284424","0.7675297260284424","218","218","218"
"10899","0.7778549790382385","0.7778549790382385","0.7778549790382385","219","219","219"
"10949","2.045123815536499","2.045123815536499","2.045123815536499","220","220","220"
"10999","0.6190966963768005","0.6190966963768005","0.6190966963768005","221","221","221"
"11049","1.348412275314331","1.348412275314331","1.348412275314331","222","222","222"
"11099","1.8455188274383545","1.8455188274383545","1.8455188274383545","223","223","223"
"11149","1.1282957792282104","1.1282957792282104","1.1282957792282104","224","224","224"
"11199","0.9126279354095459","0.9126279354095459","0.9126279354095459","225","225","225"
"11249","1.0881564617156982","1.0881564617156982","1.0881564617156982","226","226","226"
"11299","0.783923864364624","0.783923864364624","0.783923864364624","227","227","227"
"11349","1.4930552244186401","1.4930552244186401","1.4930552244186401","228","228","228"
"11399","1.5372451543807983","1.5372451543807983","1.5372451543807983","229","229","229"
"11449","1.5593620538711548","1.5593620538711548","1.5593620538711548","230","230","230"
"11499","1.1787643432617188","1.1787643432617188","1.1787643432617188","231","231","231"
"11549","1.2693893909454346","1.2693893909454346","1.2693893909454346","232","232","232"
"11599","0.8812984824180603","0.8812984824180603","0.8812984824180603","233","233","233"
"11649","0.6214526891708374","0.6214526891708374","0.6214526891708374","234","234","234"
"11699","0.5687286853790283","0.5687286853790283","0.5687286853790283","235","235","235"
"11749","0.9623456597328186","0.9623456597328186","0.9623456597328186","236","236","236"
"11799","1.4427114725112915","1.4427114725112915","1.4427114725112915","237","237","237"
"11849","1.087398648262024","1.087398648262024","1.087398648262024","238","238","238"
"11899","1.163413166999817","1.163413166999817","1.163413166999817","239","239","239"
"11949","0.7783967852592468","0.7783967852592468","0.7783967852592468","240","240","240"
"11999","0.6083509922027588","0.6083509922027588","0.6083509922027588","241","241","241"
"12049","2.240138530731201","2.240138530731201","2.240138530731201","242","242","242"
"12099","0.7082948088645935","0.7082948088645935","0.7082948088645935","243","243","243"
"12149","0.9185409545898438","0.9185409545898438","0.9185409545898438","244","244","244"
"12199","0.7706988453865051","0.7706988453865051","0.7706988453865051","245","245","245"
"12249","0.9978892207145691","0.9978892207145691","0.9978892207145691","246","246","246"
"12299","1.491498589515686","1.491498589515686","1.491498589515686","247","247","247"
"12349","1.3138294219970703","1.3138294219970703","1.3138294219970703","248","248","248"
"12399","0.8654657006263733","0.8654657006263733","0.8654657006263733","249","249","249"
"12449","1.5206422805786133","1.5206422805786133","1.5206422805786133","250","250","250"
"12499","1.471044659614563","1.471044659614563","1.471044659614563","251","251","251"
"12549","1.054152488708496","1.054152488708496","1.054152488708496","252","252","252"
"12599","0.8681110739707947","0.8681110739707947","0.8681110739707947","253","253","253"
"12649","2.217806100845337","2.217806100845337","2.217806100845337","254","254","254"
"12699","0.7249643206596375","0.7249643206596375","0.7249643206596375","255","255","255"
"12749","0.7985396385192871","0.7985396385192871","0.7985396385192871","256","256","256"
"12799","1.5378366708755493","1.5378366708755493","1.5378366708755493","257","257","257"
"12849","0.8337013721466064","0.8337013721466064","0.8337013721466064","258","258","258"
"12899","1.2625471353530884","1.2625471353530884","1.2625471353530884","259","259","259"
"12949","0.7820422649383545","0.7820422649383545","0.7820422649383545","260","260","260"
"12999","1.447835922241211","1.447835922241211","1.447835922241211","261","261","261"
"13049","0.6614556908607483","0.6614556908607483","0.6614556908607483","262","262","262"
"13099","0.7019245028495789","0.7019245028495789","0.7019245028495789","263","263","263"
"13149","1.2165240049362183","1.2165240049362183","1.2165240049362183","264","264","264"
"13199","0.9258697032928467","0.9258697032928467","0.9258697032928467","265","265","265"
"13249","1.6363716125488281","1.6363716125488281","1.6363716125488281","266","266","266"
"13299","1.4507802724838257","1.4507802724838257","1.4507802724838257","267","267","267"
"13349","0.9114386439323425","0.9114386439323425","0.9114386439323425","268","268","268"
"13399","2.5534470081329346","2.5534470081329346","2.5534470081329346","269","269","269"
"13449","1.1839803457260132","1.1839803457260132","1.1839803457260132","270","270","270"
"13499","1.2501873970031738","1.2501873970031738","1.2501873970031738","271","271","271"
"13549","1.1337101459503174","1.1337101459503174","1.1337101459503174","272","272","272"
"13599","1.6230252981185913","1.6230252981185913","1.6230252981185913","273","273","273"
"13649","1.1041706800460815","1.1041706800460815","1.1041706800460815","274","274","274"
"13699","0.8069073557853699","0.8069073557853699","0.8069073557853699","275","275","275"
"13749","2.23245906829834","2.23245906829834","2.23245906829834","276","276","276"
"13799","0.7538922429084778","0.7538922429084778","0.7538922429084778","277","277","277"
"13849","0.8740289211273193","0.8740289211273193","0.8740289211273193","278","278","278"
"13899","2.101818799972534","2.101818799972534","2.101818799972534","279","279","279"
"13949","1.5243817567825317","1.5243817567825317","1.5243817567825317","280","280","280"
"13999","0.7524502277374268","0.7524502277374268","0.7524502277374268","281","281","281"
"14049","8.349372863769531","8.349372863769531","8.349372863769531","282","282","282"
"14099","0.9107134342193604","0.9107134342193604","0.9107134342193604","283","283","283"
"14149","1.0743321180343628","1.0743321180343628","1.0743321180343628","284","284","284"
"14199","0.7891196608543396","0.7891196608543396","0.7891196608543396","285","285","285"
"14249","1.5466463565826416","1.5466463565826416","1.5466463565826416","286","286","286"
"14299","4.23665189743042","4.23665189743042","4.23665189743042","287","287","287"
"14349","1.04343843460083","1.04343843460083","1.04343843460083","288","288","288"
"14399","0.7171333432197571","0.7171333432197571","0.7171333432197571","289","289","289"
"14449","0.7066725492477417","0.7066725492477417","0.7066725492477417","290","290","290"
"14499","1.1962687969207764","1.1962687969207764","1.1962687969207764","291","291","291"
"14549","0.9223902821540833","0.9223902821540833","0.9223902821540833","292","292","292"
"14599","1.279016375541687","1.279016375541687","1.279016375541687","293","293","293"
"14649","0.9501814246177673","0.9501814246177673","0.9501814246177673","294","294","294"
"14699","1.0371190309524536","1.0371190309524536","1.0371190309524536","295","295","295"
"14749","2.6020984649658203","2.6020984649658203","2.6020984649658203","296","296","296"
"14799","0.7182843685150146","0.7182843685150146","0.7182843685150146","297","297","297"
"14849","0.8864315152168274","0.8864315152168274","0.8864315152168274","298","298","298"
"14899","0.7333865165710449","0.7333865165710449","0.7333865165710449","299","299","299"
"14949","0.5765883922576904","0.5765883922576904","0.5765883922576904","300","300","300"
"14999","0.7459549903869629","0.7459549903869629","0.7459549903869629","301","301","301"
"15049","0.4972357451915741","0.4972357451915741","0.4972357451915741","303","303","303"
"15099","1.1538805961608887","1.1538805961608887","1.1538805961608887","304","304","304"
"15149","0.7699776291847229","0.7699776291847229","0.7699776291847229","305","305","305"
"15199","1.5269993543624878","1.5269993543624878","1.5269993543624878","306","306","306"
"15249","0.9069778919219971","0.9069778919219971","0.9069778919219971","307","307","307"
"15299","0.6308780908584595","0.6308780908584595","0.6308780908584595","308","308","308"
"15349","1.0557849407196045","1.0557849407196045","1.0557849407196045","309","309","309"
"15399","0.567775309085846","0.567775309085846","0.567775309085846","310","310","310"
"15449","0.6665551066398621","0.6665551066398621","0.6665551066398621","311","311","311"
"15499","0.8536226749420166","0.8536226749420166","0.8536226749420166","312","312","312"
"15549","0.9712293148040771","0.9712293148040771","0.9712293148040771","313","313","313"
"15599","1.0298539400100708","1.0298539400100708","1.0298539400100708","314","314","314"
"15649","1.0058798789978027","1.0058798789978027","1.0058798789978027","315","315","315"
"15699","1.4453295469284058","1.4453295469284058","1.4453295469284058","316","316","316"
"15749","1.6371268033981323","1.6371268033981323","1.6371268033981323","317","317","317"
"15799","0.9217915534973145","0.9217915534973145","0.9217915534973145","318","318","318"
"15849","0.6303466558456421","0.6303466558456421","0.6303466558456421","319","319","319"
"15899","0.6292304992675781","0.6292304992675781","0.6292304992675781","320","320","320"
"15949","0.569572925567627","0.569572925567627","0.569572925567627","321","321","321"
"15999","0.8615258932113647","0.8615258932113647","0.8615258932113647","322","322","322"
"16049","1.1102808713912964","1.1102808713912964","1.1102808713912964","323","323","323"
"16099","1.2399780750274658","1.2399780750274658","1.2399780750274658","324","324","324"
"16149","0.8560850024223328","0.8560850024223328","0.8560850024223328","325","325","325"
"16199","4.089506149291992","4.089506149291992","4.089506149291992","326","326","326"
"16249","1.3047515153884888","1.3047515153884888","1.3047515153884888","327","327","327"
"16299","1.510378360748291","1.510378360748291","1.510378360748291","328","328","328"
"16349","1.3053103685379028","1.3053103685379028","1.3053103685379028","329","329","329"
"16399","0.6319786906242371","0.6319786906242371","0.6319786906242371","330","330","330"
"16449","0.817186176776886","0.817186176776886","0.817186176776886","331","331","331"
"16499","0.7272258400917053","0.7272258400917053","0.7272258400917053","332","332","332"
"16549","0.6159224510192871","0.6159224510192871","0.6159224510192871","333","333","333"
"16599","2.3689937591552734","2.3689937591552734","2.3689937591552734","334","334","334"
"16649","0.6531551480293274","0.6531551480293274","0.6531551480293274","335","335","335"
"16699","0.8355922102928162","0.8355922102928162","0.8355922102928162","336","336","336"
"16749","2.4790031909942627","2.4790031909942627","2.4790031909942627","337","337","337"
"16799","0.6399558186531067","0.6399558186531067","0.6399558186531067","338","338","338"
"16849","1.3908103704452515","1.3908103704452515","1.3908103704452515","339","339","339"
"16899","0.9169219136238098","0.9169219136238098","0.9169219136238098","340","340","340"
"16949","0.8873891830444336","0.8873891830444336","0.8873891830444336","341","341","341"
"16999","2.4153921604156494","2.4153921604156494","2.4153921604156494","342","342","342"
"17049","0.9743326306343079","0.9743326306343079","0.9743326306343079","343","343","343"
"17099","2.417661666870117","2.417661666870117","2.417661666870117","344","344","344"
"17149","8.246795654296875","8.246795654296875","8.246795654296875","345","345","345"
"17199","1.8122724294662476","1.8122724294662476","1.8122724294662476","346","346","346"
"17249","0.7379842400550842","0.7379842400550842","0.7379842400550842","347","347","347"
"17299","1.1376714706420898","1.1376714706420898","1.1376714706420898","348","348","348"
"17349","1.545143961906433","1.545143961906433","1.545143961906433","349","349","349"
